path,status,kind,owner,reachable_from,evidence,risk_level,archive_ref,recovery_command,notes
doc/verification/0.3_truncexpon.pdf,REVIEW,docs,worker-docs,,user decision: low-risk cleanup classification rejected; require targeted evidence before removal,user-reclassified-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:doc/verification/0.3_truncexpon.pdf,batch=B7-DOCS; user_decision=low_risk_cleanup_not_approved
doc/verification/0.5_truncexpon.pdf,REVIEW,docs,worker-docs,,user decision: low-risk cleanup classification rejected; require targeted evidence before removal,user-reclassified-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:doc/verification/0.5_truncexpon.pdf,batch=B7-DOCS; user_decision=low_risk_cleanup_not_approved
doc/verification/bin_insert_demo.csv,REVIEW,docs,worker-docs,,unreachable by AST graph but has risk/ref signals: risks=none refs=1,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:doc/verification/bin_insert_demo.csv,batch=B7-DOCS
doc/verification/bin_insert_demo.drawio,REVIEW,docs,worker-docs,,unreachable by AST graph but has risk/ref signals: risks=none refs=1,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:doc/verification/bin_insert_demo.drawio,batch=B7-DOCS
doc/verification/heavy_scaling.md,REVIEW,docs,worker-docs,,unreachable by AST graph but has risk/ref signals: risks=none refs=1,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:doc/verification/heavy_scaling.md,batch=B7-DOCS
doc/verification/jitter_sim.pdf,REVIEW,docs,worker-docs,,unreachable by AST graph but has risk/ref signals: risks=none refs=22,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:doc/verification/jitter_sim.pdf,batch=B7-DOCS
doc/verification/medium_scaling_log.md,REVIEW,docs,worker-docs,,user decision: low-risk cleanup classification rejected; require targeted evidence before removal,user-reclassified-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:doc/verification/medium_scaling_log.md,batch=B7-DOCS; user_decision=low_risk_cleanup_not_approved
doc/verification/mem_plan_prio.pdf,REVIEW,docs,worker-docs,,unreachable by AST graph but has risk/ref signals: risks=none refs=1,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:doc/verification/mem_plan_prio.pdf,batch=B7-DOCS
doc/verification/mem_plan_seq.pdf,REVIEW,docs,worker-docs,,unreachable by AST graph but has risk/ref signals: risks=none refs=1,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:doc/verification/mem_plan_seq.pdf,batch=B7-DOCS
doc/verification/truncnorm.pdf,REVIEW,docs,worker-docs,,unreachable by AST graph but has risk/ref signals: risks=none refs=6,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:doc/verification/truncnorm.pdf,batch=B7-DOCS
doc/verification/truncpareto.pdf,REVIEW,docs,worker-docs,,user decision: low-risk cleanup classification rejected; require targeted evidence before removal,user-reclassified-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:doc/verification/truncpareto.pdf,batch=B7-DOCS; user_decision=low_risk_cleanup_not_approved
doc/verification/truncweibull_min.pdf,REVIEW,docs,worker-docs,,user decision: low-risk cleanup classification rejected; require targeted evidence before removal,user-reclassified-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:doc/verification/truncweibull_min.pdf,batch=B7-DOCS; user_decision=low_risk_cleanup_not_approved
error_log.txt,REVIEW,other,worker-root,,non-code/other file; requires human classification,unknown,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:error_log.txt,batch=B13-ROOT
example/bm1.py,REVIEW,python,worker-example,,user decision: low-risk cleanup classification rejected; require targeted evidence before removal,user-reclassified-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:example/bm1.py,batch=B8-EXAMPLE; user_decision=low_risk_cleanup_not_approved
example/bm2.py,REVIEW,python,worker-example,,user decision: low-risk cleanup classification rejected; require targeted evidence before removal,user-reclassified-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:example/bm2.py,batch=B8-EXAMPLE; user_decision=low_risk_cleanup_not_approved
example/bm3.py,REVIEW,python,worker-example,,user decision: low-risk cleanup classification rejected; require targeted evidence before removal,user-reclassified-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:example/bm3.py,batch=B8-EXAMPLE; user_decision=low_risk_cleanup_not_approved
example/bm4.py,KEEP,python,worker-example,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:example/bm4.py,batch=B8-EXAMPLE
global_var.py,KEEP,python,worker-root,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:global_var.py,batch=B13-ROOT
golden_trace.txt,REVIEW,other,worker-root,,unreachable by AST graph but has risk/ref signals: risks=none refs=1,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:golden_trace.txt,batch=B13-ROOT
main_approach.py,KEEP,python,worker-root,main_approach.py,reachable from declared entrypoints,reflection,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:main_approach.py,batch=B13-ROOT
mapper/__init__.py,REVIEW,python,worker-mapper,,unreachable by AST graph but has risk/ref signals: risks=none refs=52,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:mapper/__init__.py,batch=B9-MAPPER
mapper/mem_planner.py,KEEP,python,worker-mapper,,reachable from declared entrypoints,shell-call,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:mapper/mem_planner.py,batch=B9-MAPPER
model/__init__.py,REVIEW,python,worker-model,,unreachable by AST graph but has risk/ref signals: risks=none refs=82,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:model/__init__.py,batch=B10-MODEL
model/barrier_agent.py,KEEP,python,worker-model,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:model/barrier_agent.py,batch=B10-MODEL
model/buffer.py,KEEP,python,worker-model,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:model/buffer.py,batch=B10-MODEL
model/event_gen/e2e_latency.py,KEEP,python,worker-model,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:model/event_gen/e2e_latency.py,batch=B10-MODEL
model/lru.py,KEEP,python,worker-model,,reachable from declared entrypoints,shell-call,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:model/lru.py,batch=B10-MODEL
model/message/Context_message.py,KEEP,python,worker-model,,reachable from declared entrypoints,generated-code;reflection;shell-call,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:model/message/Context_message.py,batch=B10-MODEL
model/message/data_pipe.py,KEEP,python,worker-model,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:model/message/data_pipe.py,batch=B10-MODEL
model/message/message_handler.py,KEEP,python,worker-model,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:model/message/message_handler.py,batch=B10-MODEL
model/message/message_pipe.py,KEEP,python,worker-model,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:model/message/message_pipe.py,batch=B10-MODEL
model/message/msg_dispatcher.py,KEEP,python,worker-model,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:model/message/msg_dispatcher.py,batch=B10-MODEL
model/noc.py,REUSE_CANDIDATE,python,worker-model,,hardware/interconnect model prototype; not reachable from current entrypoints but semantically relevant,reuse-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:model/noc.py,batch=B10-MODEL; manual_phase1_adjustment=reuse_candidate
model/performance.py,KEEP,python,worker-model,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:model/performance.py,batch=B10-MODEL
model/position_table.py,KEEP,python,worker-model,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:model/position_table.py,batch=B10-MODEL
model/resource_agent.py,KEEP,python,worker-model,,reachable from declared entrypoints,shell-call,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:model/resource_agent.py,batch=B10-MODEL
model/streaming_processing/__init__.py,REVIEW,python,worker-model,,unreachable by AST graph but has risk/ref signals: risks=none refs=53,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:model/streaming_processing/__init__.py,batch=B10-MODEL
model/streaming_processing/wartermark_strategy.py,KEEP,python,worker-model,,reachable from declared entrypoints,generated-code,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:model/streaming_processing/wartermark_strategy.py,batch=B10-MODEL
model/task_queue_agent.py,KEEP,python,worker-model,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:model/task_queue_agent.py,batch=B10-MODEL
model/trace_example.py,KEEP,python,worker-model,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:model/trace_example.py,batch=B10-MODEL
optimizer/Figure_1.png,REVIEW,other,worker-optimizer,,non-code/other file; requires human classification,unknown,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:optimizer/Figure_1.png,batch=B11-OPTIMIZER
optimizer/delta_ver.py,REUSE_CANDIDATE,python,worker-optimizer,,optimizer research prototype with torch/pyro deps; keep as optional reuse candidate,reuse-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:optimizer/delta_ver.py,batch=B11-OPTIMIZER; manual_phase1_adjustment=reuse_candidate
optimizer/dist_custom.py,REUSE_CANDIDATE,python,worker-optimizer,,optimizer research prototype with torch deps; keep as optional reuse candidate,reuse-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:optimizer/dist_custom.py,batch=B11-OPTIMIZER; manual_phase1_adjustment=reuse_candidate
optimizer/ops.py,REUSE_CANDIDATE,python,worker-optimizer,,optimizer research prototype with torch/seaborn deps; keep as optional reuse candidate,reuse-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:optimizer/ops.py,batch=B11-OPTIMIZER; manual_phase1_adjustment=reuse_candidate
optimizer/ops_test.py,REVIEW,python,worker-optimizer,,user decision: low-risk cleanup classification rejected; require targeted evidence before removal,user-reclassified-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:optimizer/ops_test.py,batch=B11-OPTIMIZER; user_decision=low_risk_cleanup_not_approved
optimizer/scheduler_base.py,REUSE_CANDIDATE,python,worker-optimizer,,optimizer prototype with Gurobi/networkx signals; not current runtime but reusable,reuse-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:optimizer/scheduler_base.py,batch=B11-OPTIMIZER; manual_phase1_adjustment=reuse_candidate
output.pdf,REVIEW,other,worker-root,,unreachable by AST graph but has risk/ref signals: risks=none refs=62,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:output.pdf,batch=B13-ROOT
output.txt,REVIEW,other,worker-root,,unreachable by AST graph but has risk/ref signals: risks=none refs=62,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:output.txt,batch=B13-ROOT
package-lock.json,REVIEW,shared-config,team-leader,,shared/protected config; leader-owned,protected-shared-file,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:package-lock.json,batch=B0-SHARED
package.json,REVIEW,shared-config,team-leader,,shared/protected config; leader-owned,protected-shared-file,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:package.json,batch=B0-SHARED
path_migration_guide.md,REVIEW,docs,worker-docs,,unreachable by AST graph but has risk/ref signals: risks=none refs=2,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:path_migration_guide.md,batch=B7-DOCS
path_replacement_summary.md,REVIEW,docs,worker-docs,,user decision: low-risk cleanup classification rejected; require targeted evidence before removal,user-reclassified-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:path_replacement_summary.md,batch=B7-DOCS; user_decision=low_risk_cleanup_not_approved
paths.py,KEEP,python,worker-root,,reachable from declared entrypoints,generated-code,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:paths.py,batch=B13-ROOT
profiling/profiling.csv,KEEP,other,worker-profiling,,default input for task/task_cfg.py and sched/slack_estim.py helpers,promoted-by-runtime-contract,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:profiling/profiling.csv,batch=B12-PROFILING; manual_phase1_adjustment=force_keep
profiling/profiling_light.csv,KEEP,other,worker-profiling,,current default input for main_approach.py and scripts/exp_common.py,promoted-by-runtime-contract,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:profiling/profiling_light.csv,batch=B12-PROFILING; manual_phase1_adjustment=force_keep
profiling/profiling_medium.csv,REVIEW,other,worker-profiling,,unreachable by AST graph but has risk/ref signals: risks=none refs=2,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:profiling/profiling_medium.csv,batch=B12-PROFILING
ref_tdigest.py,KEEP,python,worker-root,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:ref_tdigest.py,batch=B13-ROOT
requirement.txt,REVIEW,other,worker-root,,unreachable by AST graph but has risk/ref signals: risks=none refs=12,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:requirement.txt,batch=B13-ROOT
run/1/all.sh,REVIEW,script,worker-run,,user decision: low-risk cleanup classification rejected; require targeted evidence before removal,user-reclassified-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:run/1/all.sh,batch=B14-RUN; user_decision=low_risk_cleanup_not_approved
run/1/scan_aux.sh,REVIEW,script,worker-run,,unreachable by AST graph but has risk/ref signals: risks=none refs=1,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:run/1/scan_aux.sh,batch=B14-RUN
run/1/scan_core.sh,REVIEW,script,worker-run,,user decision: low-risk cleanup classification rejected; require targeted evidence before removal,user-reclassified-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:run/1/scan_core.sh,batch=B14-RUN; user_decision=low_risk_cleanup_not_approved
run/1/sweep_seed.sh,REVIEW,script,worker-run,,unreachable by AST graph but has risk/ref signals: risks=none refs=1,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:run/1/sweep_seed.sh,batch=B14-RUN
run/2/aba_scalability_scan.sh,REVIEW,script,worker-run,,unreachable by AST graph but has risk/ref signals: risks=none refs=2,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:run/2/aba_scalability_scan.sh,batch=B14-RUN
run/2/abla_scalablility.sh,REVIEW,script,worker-run,,unreachable by AST graph but has risk/ref signals: risks=none refs=3,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:run/2/abla_scalablility.sh,batch=B14-RUN
run/2/all2.sh,REVIEW,script,worker-run,,user decision: low-risk cleanup classification rejected; require targeted evidence before removal,user-reclassified-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:run/2/all2.sh,batch=B14-RUN; user_decision=low_risk_cleanup_not_approved
run/3/time_sharing.sh,REVIEW,script,worker-run,,unreachable by AST graph but has risk/ref signals: risks=none refs=1,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:run/3/time_sharing.sh,batch=B14-RUN
run/4/sum.md,REVIEW,docs,worker-docs,,user decision: low-risk cleanup classification rejected; require targeted evidence before removal,user-reclassified-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:run/4/sum.md,batch=B7-DOCS; user_decision=low_risk_cleanup_not_approved
run/aba_scalability_scan copy.sh,REVIEW,script,worker-run,,user decision: low-risk cleanup classification rejected; require targeted evidence before removal,user-reclassified-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:run/aba_scalability_scan copy.sh,batch=B14-RUN; user_decision=low_risk_cleanup_not_approved
run/abla_chain_sharing.sh,REVIEW,script,worker-run,,user decision: low-risk cleanup classification rejected; require targeted evidence before removal,user-reclassified-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:run/abla_chain_sharing.sh,batch=B14-RUN; user_decision=low_risk_cleanup_not_approved
run/bin_sharing.sh,REVIEW,script,worker-run,,unreachable by AST graph but has risk/ref signals: risks=none refs=1,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:run/bin_sharing.sh,batch=B14-RUN
run/cfg_parser.py,REVIEW,python,worker-run,,unreachable by AST graph but has risk/ref signals: risks=none refs=6,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:run/cfg_parser.py,batch=B14-RUN
run/clean.sh,REVIEW,script,worker-run,,unreachable by AST graph but has risk/ref signals: risks=none refs=8,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:run/clean.sh,batch=B14-RUN
run/max_core_num_scan.py,REVIEW,python,worker-run,,unreachable by AST graph but has risk/ref signals: risks=shell-call refs=0,shell-call,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:run/max_core_num_scan.py,batch=B14-RUN
run/scan_coalescing.sh,REVIEW,script,worker-run,,unreachable by AST graph but has risk/ref signals: risks=none refs=1,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:run/scan_coalescing.sh,batch=B14-RUN
run/temp.sh,REVIEW,script,worker-run,,user decision: low-risk cleanup classification rejected; require targeted evidence before removal,user-reclassified-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:run/temp.sh,batch=B14-RUN; user_decision=low_risk_cleanup_not_approved
sched/__init__.py,REVIEW,python,worker-sched,,unreachable by AST graph but has risk/ref signals: risks=none refs=118,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/__init__.py,batch=B15-SCHED
sched/bin_list_utils.py,KEEP,python,worker-sched,,reachable from declared entrypoints,reflection,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/bin_list_utils.py,batch=B15-SCHED
sched/bin_ops.py,KEEP,python,worker-sched,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/bin_ops.py,batch=B15-SCHED
sched/binpack_config.py,KEEP,python,worker-sched,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/binpack_config.py,batch=B15-SCHED
sched/global_sched.py,KEEP,python,worker-sched,,reachable from declared entrypoints,shell-call;solver-gurobi,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/global_sched.py,batch=B15-SCHED
sched/monitor_agent.py,KEEP,python,worker-sched,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/monitor_agent.py,batch=B15-SCHED
sched/packing_solver/chain_slack_assign.py,KEEP,python,worker-sched,,reachable from declared entrypoints,solver-gurobi,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/packing_solver/chain_slack_assign.py,batch=B15-SCHED
sched/packing_solver/fit.py,REVIEW,python,worker-sched,,user decision: low-risk cleanup classification rejected; require targeted evidence before removal,user-reclassified-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/packing_solver/fit.py,batch=B15-SCHED; user_decision=low_risk_cleanup_not_approved
sched/packing_solver/gurobi_MP_semi2DClst.py,KEEP,python,worker-sched,,reachable from declared entrypoints,solver-gurobi,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/packing_solver/gurobi_MP_semi2DClst.py,batch=B15-SCHED
sched/packing_solver/gurobi_semi2Dclst_mapping.py,REUSE_CANDIDATE,python,worker-sched,,alternate Gurobi mapping solver; not imported by current runtime but solver reuse candidate,reuse-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/packing_solver/gurobi_semi2Dclst_mapping.py,batch=B15-SCHED; manual_phase1_adjustment=reuse_candidate
sched/packing_solver/gurobi_semi2Dclst_mapping2.py,REUSE_CANDIDATE,python,worker-sched,,alternate Gurobi mapping solver variant; not imported by current runtime but solver reuse candidate,reuse-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/packing_solver/gurobi_semi2Dclst_mapping2.py,batch=B15-SCHED; manual_phase1_adjustment=reuse_candidate
sched/placement.py,KEEP,python,worker-sched,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/placement.py,batch=B15-SCHED
sched/pre_alloc.py,KEEP,python,worker-sched,,reachable from declared entrypoints,shell-call,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/pre_alloc.py,batch=B15-SCHED
sched/pre_alloc_new.py,KEEP,python,worker-sched,,reachable from declared entrypoints,shell-call,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/pre_alloc_new.py,batch=B15-SCHED
sched/ref_alloc_search.py,KEEP,python,worker-sched,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/ref_alloc_search.py,batch=B15-SCHED
sched/sched_fn.py,KEEP,python,worker-sched,,reachable from declared entrypoints,shell-call,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/sched_fn.py,batch=B15-SCHED
sched/sched_utils.py,KEEP,python,worker-sched,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/sched_utils.py,batch=B15-SCHED
sched/scheduler_agent.py,KEEP,python,worker-sched,,reachable from declared entrypoints,shell-call,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/scheduler_agent.py,batch=B15-SCHED
sched/scheduling_table.py,KEEP,python,worker-sched,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/scheduling_table.py,batch=B15-SCHED
sched/slack_estim.py,KEEP,python,worker-sched,,reachable from declared entrypoints,solver-gurobi,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/slack_estim.py,batch=B15-SCHED
sched/sort_function.py,KEEP,python,worker-sched,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/sort_function.py,batch=B15-SCHED
sched/state_trans.py,KEEP,python,worker-sched,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sched/state_trans.py,batch=B15-SCHED
scripts/README_motiv_exp_runner.md,KEEP,docs,worker-docs,,entrypoint usage documentation,promoted-by-runtime-contract,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:scripts/README_motiv_exp_runner.md,batch=B7-DOCS; manual_phase1_adjustment=force_keep
scripts/abla_exp_runner.py,KEEP,python,worker-scripts,scripts/abla_exp_runner.py,reachable from declared entrypoints,eval-exec,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:scripts/abla_exp_runner.py,batch=B16-SCRIPTS
scripts/e2e_exp_runner.py,REUSE_CANDIDATE,python,worker-scripts,,not in declared Phase 1 entrypoints but same experiment-runner family; preserve as future port candidate,reuse-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:scripts/e2e_exp_runner.py,batch=B16-SCRIPTS; manual_phase1_adjustment=reuse_candidate
scripts/e2e_hyperparam.py,REUSE_CANDIDATE,python,worker-scripts,,not in declared Phase 1 entrypoints but likely useful for future hyperparameter sweeps,reuse-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:scripts/e2e_hyperparam.py,batch=B16-SCRIPTS; manual_phase1_adjustment=reuse_candidate
scripts/exp_common.py,KEEP,python,worker-scripts,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:scripts/exp_common.py,batch=B16-SCRIPTS
scripts/motiv_exp_runner.py,KEEP,python,worker-scripts,scripts/motiv_exp_runner.py,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:scripts/motiv_exp_runner.py,batch=B16-SCRIPTS
scripts/repack_sweep.py,REUSE_CANDIDATE,python,worker-scripts,,reflection/dynamic runner; not safe to remove without owner review,reuse-review,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:scripts/repack_sweep.py,batch=B16-SCRIPTS; manual_phase1_adjustment=reuse_candidate
scripts/run_abla_exps.sh,KEEP,script,worker-scripts,,official shell wrapper for scripts/abla_exp_runner.py,promoted-by-runtime-contract,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:scripts/run_abla_exps.sh,batch=B16-SCRIPTS; manual_phase1_adjustment=force_keep
scripts/run_motiv_exps.sh,KEEP,script,worker-scripts,,official shell wrapper for scripts/motiv_exp_runner.py,promoted-by-runtime-contract,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:scripts/run_motiv_exps.sh,batch=B16-SCRIPTS; manual_phase1_adjustment=force_keep
scripts/test_alloc_lat.py,KEEP,test,worker-tests,,user decision: keep; previous low-risk cleanup classification rejected,user-protected,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:scripts/test_alloc_lat.py,batch=B19-TESTS; user_decision=low_risk_cleanup_not_approved
sim_main.py,KEEP,python,worker-root,,reachable from declared entrypoints,reflection;solver-gurobi,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:sim_main.py,batch=B13-ROOT
simple_test_collector.py,REVIEW,python,worker-root,,unreachable by AST graph but has risk/ref signals: risks=reflection refs=2,reflection,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:simple_test_collector.py,batch=B13-ROOT
stats_collector.json,REVIEW,config,worker-root,,unreachable by AST graph but has risk/ref signals: risks=none refs=16,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:stats_collector.json,batch=B13-ROOT
task/__init__.py,REVIEW,python,worker-task,,unreachable by AST graph but has risk/ref signals: risks=none refs=50,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:task/__init__.py,batch=B18-TASK
task/graph_breakdown.py,KEEP,python,worker-task,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:task/graph_breakdown.py,batch=B18-TASK
task/graph_scaling.py,KEEP,python,worker-task,,reachable from declared entrypoints,generated-code,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:task/graph_scaling.py,batch=B18-TASK
task/load_cfg/loadA.py,KEEP,python,worker-task,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:task/load_cfg/loadA.py,batch=B18-TASK
task/spec.py,KEEP,python,worker-task,,reachable from declared entrypoints,,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:task/spec.py,batch=B18-TASK
task/task_agent.py,KEEP,python,worker-task,,reachable from declared entrypoints,generated-code;reflection,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:task/task_agent.py,batch=B18-TASK
task/task_cfg.py,KEEP,python,worker-task,,reachable from declared entrypoints,reflection;shell-call;solver-gurobi,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:task/task_cfg.py,batch=B18-TASK
task/throughput_cnt.py,REVIEW,python,worker-task,,unreachable by AST graph but has risk/ref signals: risks=none refs=2,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:task/throughput_cnt.py,batch=B18-TASK
test_approach_collector.py,KEEP,test,worker-tests,,reachable from declared entrypoints,reflection;shell-call,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:test_approach_collector.py,batch=B19-TESTS
test_closure_fix.py,KEEP,test,worker-tests,,user decision: keep; previous low-risk cleanup classification rejected,user-protected,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:test_closure_fix.py,batch=B19-TESTS; user_decision=low_risk_cleanup_not_approved
test_core_allocation.py,REVIEW,test,worker-tests,,unreachable by AST graph but has risk/ref signals: risks=none refs=1,text-reference,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:test_core_allocation.py,batch=B19-TESTS
test_duplicate.py,KEEP,test,worker-tests,,user decision: keep; previous low-risk cleanup classification rejected,user-protected,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:test_duplicate.py,batch=B19-TESTS; user_decision=low_risk_cleanup_not_approved
test_event_update.py,KEEP,test,worker-tests,,user decision: keep; previous low-risk cleanup classification rejected,user-protected,archive/test_pipeline-20260612,git show archive/test_pipeline-20260612:test_event_update.py,batch=B19-TESTS; user_decision=low_risk_cleanup_not_approved
